Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     104/104         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
-----------------------------------------------
                0.00    0.00       7/215993      CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
                0.00    0.00  215986/215993      std::vector<double, std::allocator<double> >::back() [48]
[44]     0.0    0.00    0.00  215993         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [44]
                0.00    0.00  215993/432436      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00  215986/215986      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
[45]     0.0    0.00    0.00  215986         void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
                0.00    0.00  215986/648058      double&& std::forward<double>(std::remove_reference<double>::type&) [34]
                0.00    0.00  215986/431990      operator new(unsigned long, void*) [38]
-----------------------------------------------
                0.00    0.00     100/215986      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00  215886/215986      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
[46]     0.0    0.00    0.00  215986         void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00  215986/648058      double&& std::forward<double>(std::remove_reference<double>::type&) [34]
                0.00    0.00  215986/215986      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
-----------------------------------------------
                0.00    0.00  215986/215986      std::vector<double, std::allocator<double> >::push_back(double&&) [49]
[47]     0.0    0.00    0.00  215986         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
                0.00    0.00  215986/648058      double&& std::forward<double>(std::remove_reference<double>::type&) [34]
                0.00    0.00  215986/215986      std::vector<double, std::allocator<double> >::back() [48]
                0.00    0.00  215886/215986      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00     100/216202      std::vector<double, std::allocator<double> >::end() [40]
                0.00    0.00     100/100         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
-----------------------------------------------
                0.00    0.00  215986/215986      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
[48]     0.0    0.00    0.00  215986         std::vector<double, std::allocator<double> >::back() [48]
                0.00    0.00  215986/216202      std::vector<double, std::allocator<double> >::end() [40]
                0.00    0.00  215986/215993      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [44]
                0.00    0.00  215986/935966      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00   71994/215986      main [4]
                0.00    0.00  143992/215986      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
[49]     0.0    0.00    0.00  215986         std::vector<double, std::allocator<double> >::push_back(double&&) [49]
                0.00    0.00  215986/359978      std::remove_reference<double&>::type&& std::move<double&>(double&) [39]
                0.00    0.00  215986/215986      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
-----------------------------------------------
                0.00    0.00       1/143995      preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00       1/143995      myBls(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, double, int) [25]
                0.00    0.00       1/143995      main [4]
                0.00    0.00   35998/143995      main::{lambda(double)#1}::operator()(double) const [61]
                0.00    0.00   35998/143995      main::{lambda(double)#2}::operator()(double) const [60]
                0.00    0.00   35998/143995      main::{lambda(double, double)#3}::operator()(double, double) const [62]
                0.00    0.00   35998/143995      main::{lambda(double, double)#4}::operator()(double, double) const [63]
[50]     0.0    0.00    0.00  143995         std::ios_base::precision(long) [50]
-----------------------------------------------
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}, main::{lambda(double)#1}) [24]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}, main::{lambda(double)#2}) [23]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}, main::{lambda(double, double)#3}) [21]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#4}, main::{lambda(double, double)#4}) [22]
[51]     0.0    0.00    0.00  143992         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [51]
                0.00    0.00  143992/215986      std::vector<double, std::allocator<double> >::push_back(double&&) [49]
                0.00    0.00  143992/359978      std::remove_reference<double&>::type&& std::move<double&>(double&) [39]
-----------------------------------------------
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#1}, main::{lambda(double)#1}) [24]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double)#2}, main::{lambda(double)#2}) [23]
                0.00    0.00   35998/143992      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, main::{lambda(double, double)#3}, main::{lambda(double, double)#3}) [21]
